fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,wine_quality
0.183032484,0.502261115,-0.111026791,-1.025114912,0.32279325,0.143589172,-0.008443576,-1.126168101,-0.389545492,-1.81553191,0.539300128,C
0.535884917,-0.383524581,0.475230508,2.25936832,0.503231569,0.549032432,0.250477944,1.931602122,0.12840883,-1.119489035,-1.556505136,F
-0.169819948,-0.481945214,0.475230508,-0.770199795,5.69083322,1.591600815,0.462322824,-0.10691136,-0.519034073,-1.119489035,-0.911641978,C
-0.169819948,-0.383524581,0.475230508,-0.691764375,5.7359428,1.591600815,0.438784504,-0.10691136,-0.583778363,-1.293499753,-0.911641978,C
0.183032484,0.305419849,-0.613533048,0.190634106,1.044546523,-0.435615485,0.509399464,0.452035885,-0.389545492,-0.24943544,-0.589210399,C
-0.287437426,-0.383524581,-0.529782006,-0.985897201,0.503231569,-0.146013156,0.321092904,-0.205549109,0.19315312,0.620618154,-0.831034083,C
0.653502395,-0.974048378,-0.194777834,-0.985897201,0.548341148,0.143589172,0.674167704,-0.304186858,-0.195312621,0.359602075,-0.427994609,C
-0.757907336,1.781729342,-0.697284091,-0.397631548,0.909217785,1.53368035,1.615700503,-0.041152861,0.387385991,0.272596716,-0.589210399,F
0.183032484,0.305419849,-0.613533048,0.190634106,1.044546523,-0.435615485,0.509399464,0.452035885,-0.389545492,-0.24943544,-0.589210399,C
0.418267439,-0.875627745,-0.194777834,-0.946679491,0.728779466,-0.261854088,0.815397623,-0.764496354,1.034828894,-0.423446159,0.942339601,C
-0.522672381,-0.974048378,0.140226337,-1.064332622,-0.038083386,0.201509638,-0.714593176,-0.961771853,0.775851733,-1.206494394,0.297476443,C
-0.052202471,-0.777207112,2.150251364,-1.083941477,4.563093731,0.143589172,-0.149673496,-0.337066108,-0.907499815,-0.945478316,-1.153465662,C
0.065415007,-0.285103948,0.140226337,-1.005506056,-0.308740864,-0.377695019,1.239087383,-1.060409602,-0.389545492,0.272596716,0.378084338,C
0.418267439,-0.678786479,0.056475294,1.073032586,-0.128302546,0.085668706,1.756930423,0.715069882,-0.648522653,0.098585997,-0.750426188,C
-0.287437426,0.994364279,-1.534794519,-0.358413838,-0.083192966,-0.609376882,-1.420742775,-0.304186858,-0.519034073,-0.945478316,-0.26677882,C
0.653502395,-0.777207112,0.22397738,-1.025114912,-0.353850443,0.491111967,-0.643978216,-0.468583107,1.099573184,-1.293499753,-0.508602504,C
0.183032484,1.880149975,-2.204802862,-1.044723767,-0.489179182,-1.072740608,0.297554584,-0.994651102,-1.101732685,-1.293499753,-0.024955136,F
-0.287437426,0.994364279,-1.534794519,-0.358413838,-0.083192966,-0.609376882,-1.420742775,-0.304186858,-0.519034073,-0.945478316,-0.26677882,C
-0.522672381,-0.186683315,-0.781035134,-0.005454446,-0.263631284,-0.493535951,-0.337980056,-1.22480585,0.19315312,0.011580638,1.667810654,C
-0.169819948,-0.285103948,-1.702296605,-1.025114912,-0.218521705,2.634169198,0.838935943,-0.665858605,-0.324801202,-0.597456878,-0.589210399,F
-0.757907336,-0.088262682,0.810234679,0.269069526,0.458121989,0.722793829,2.486618343,0.517794384,-0.583778363,0.185591357,-1.234073557,C
-0.052202471,0.206999217,-0.864786177,-0.358413838,0.683669887,0.867594994,2.357157583,0.583552884,0.840596023,0.968639591,-0.831034083,F
-0.993142291,-0.088262682,-0.446030963,-0.319196127,0.773889046,-0.261854088,1.474470583,0.780828382,3.236134764,1.925698545,-0.427994609,F
2.064912125,-0.481945214,1.061487808,-1.064332622,0.36790283,-1.536104334,-1.561972695,0.024605639,-1.554942717,0.011580638,-1.153465662,C
0.300649962,-0.974048378,0.22397738,-0.985897201,-0.128302546,-0.261854088,-1.208897895,-1.389202099,0.452130281,-1.032483675,1.748418549,C
0.653502395,-0.974048378,-0.278528877,0.465158077,0.818998626,-0.551456417,-0.832284776,0.682190633,-1.619687008,0.620618154,-0.992249873,F
-0.169819948,2.569094405,-0.446030963,-0.201542997,0.638560307,-0.841058745,-0.785208136,0.287639636,0.516874572,-1.032483675,-1.234073557,F
-0.052202471,-0.580365846,-0.194777834,-0.985897201,0.32279325,-0.088092691,-0.573363256,-0.369945358,1.293806055,2.447730701,0.055652759,C
0.300649962,0.600681748,-1.116039305,-0.064281011,0.773889046,0.664873364,0.603552744,0.189001887,-0.130568331,-0.597456878,-0.427994609,F
0.535884917,-0.580365846,-0.278528877,0.347504947,0.052135773,0.375271035,1.615700503,0.846586881,0.905340313,-0.24943544,-0.831034083,C
0.300649962,1.486467444,2.31775345,1.053423731,-0.038083386,1.070316624,0.391707864,1.109620879,-0.519034073,-0.3364408,-1.475897241,F
0.418267439,1.092784912,2.485255536,0.89655289,-0.083192966,1.12823709,0.415246184,1.109620879,-0.648522653,-0.423446159,-1.475897241,C
-0.052202471,-0.285103948,-0.194777834,1.347556558,0.187464511,1.93912361,1.498008903,1.04386238,0.19315312,-0.075424722,-0.669818294,C
0.300649962,1.584888077,2.401504493,1.053423731,-0.083192966,0.954475692,0.321092904,1.142500129,-0.454289783,-0.24943544,-1.475897241,C
0.418267439,1.092784912,2.485255536,0.89655289,-0.083192966,1.12823709,0.415246184,1.109620879,-0.648522653,-0.423446159,-1.475897241,C
-0.875524814,-0.088262682,0.810234679,0.210242961,0.142354932,1.707441747,2.463080023,0.550673634,-0.454289783,-0.162430081,-1.234073557,F
0.065415007,-0.678786479,-0.027275749,-0.907461781,-0.534288762,0.722793829,-0.055520216,-1.356322849,0.387385991,-0.684462237,1.667810654,C
3.476321856,0.797523014,1.061487808,0.798508614,-0.353850443,-1.825706662,-1.303051175,0.517794384,-1.943408459,-1.641521191,-0.347386715,F
-0.993142291,0.600681748,2.736508664,1.857386791,0.007026193,-0.551456417,0.603552744,1.274017128,-0.324801202,0.098585997,-1.395289346,C
0.300649962,-1.564572175,-0.111026791,0.622028918,0.36790283,1.649521281,0.556476104,0.715069882,1.358550345,-0.684462237,-0.911641978,F
-0.993142291,-0.678786479,-0.781035134,1.112250296,0.187464511,1.12823709,0.603552744,0.97810388,0.970084604,-0.858472956,-0.911641978,F
0.771119872,0.256209533,0.558981551,2.445652444,0.593450728,0.491111967,0.744782664,1.964481371,-1.295965556,-0.24943544,-1.234073557,F
0.535884917,-1.466151542,-0.111026791,1.563253964,0.232574091,-0.088092691,-0.691054856,1.109620879,0.06366454,-1.206494394,-1.072857767,C
0.300649962,-1.564572175,-0.111026791,0.622028918,0.36790283,1.649521281,0.556476104,0.715069882,1.358550345,-0.684462237,-0.911641978,F
0.300649962,-0.481945214,0.140226337,1.975039921,-0.263631284,1.417839418,0.768320983,1.635688874,-0.195312621,0.881634232,-1.153465662,C
0.300649962,-0.481945214,0.140226337,1.975039921,-0.263631284,1.417839418,0.768320983,1.635688874,-0.195312621,0.881634232,-1.153465662,C
0.065415007,0.502261115,-0.446030963,-1.005506056,0.232574091,0.085668706,1.144934103,-0.435703857,0.516874572,0.968639591,-0.186170925,F
-0.405054903,-1.072469011,1.73149615,0.406331512,1.630971058,1.649521281,0.580014424,0.616432133,-1.943408459,-0.858472956,-1.395289346,C
0.418267439,-0.088262682,1.061487808,2.416239161,0.277683671,0.549032432,2.745539862,1.964481371,-0.972244105,0.272596716,-1.314681451,F
0.183032484,-1.367730909,0.558981551,-0.927070636,-0.489179182,-1.130661074,-1.255974535,-0.961771853,-0.001079751,-0.597456878,1.022947496,C
0.418267439,0.305419849,1.396491979,1.347556558,0.458121989,1.881203144,1.333240663,1.372654877,-1.166476976,-0.162430081,-1.072857767,F
-1.110759769,0.797523014,-2.45605599,-0.142716431,0.007026193,-0.841058745,-1.208897895,-0.205549109,0.19315312,0.185591357,-0.26677882,F
1.123972305,-0.383524581,-0.111026791,1.131859151,0.36790283,0.375271035,-0.008443576,1.438413376,-1.166476976,0.446607435,-1.395289346,F
-0.522672381,-1.466151542,1.145238851,-0.946679491,2.082066854,0.259430104,0.462322824,-0.402824608,0.12840883,-1.119489035,-0.589210399,C
-0.169819948,-0.875627745,0.22397738,-1.044723767,-0.895165398,1.591600815,0.109248024,-0.928892603,0.516874572,-0.075424722,0.378084338,C
0.653502395,1.092784912,-0.864786177,0.112198685,-0.579398341,-0.377695019,-0.290903416,-0.008273611,-0.324801202,-0.597456878,-0.024955136,F
-0.405054903,-0.383524581,-0.111026791,0.229851816,-0.353850443,0.722793829,1.521547223,0.583552884,1.682271797,0.446607435,-0.669818294,C
-1.345994724,-0.186683315,-0.697284091,0.778899759,-1.165822876,-1.651945265,-1.915047495,-0.008273611,1.293806055,-1.032483675,0.055652759,F
-0.405054903,-0.383524581,-0.111026791,0.229851816,-0.353850443,0.722793829,1.521547223,0.583552884,1.682271797,0.446607435,-0.669818294,C
-0.052202471,-0.088262682,-0.94853722,0.327896091,-0.534288762,1.12823709,1.521547223,0.682190633,-0.001079751,0.272596716,-1.314681451,F
1.594442215,-0.481945214,0.558981551,-1.025114912,-0.850055819,0.027748241,-0.408595016,-0.665858605,-0.454289783,-0.945478316,0.136260654,C
0.300649962,0.895943647,2.820259707,0.798508614,-0.038083386,0.780714295,0.391707864,1.142500129,-0.195312621,-0.423446159,-1.475897241,F
-0.052202471,-0.875627745,0.22397738,-0.887852926,-0.489179182,-0.319774554,-0.997053016,-0.764496354,-0.260056912,0.446607435,0.216868549,C
1.476824737,0.010157951,0.475230508,-0.887852926,-0.75983666,-1.014820142,-1.397204455,-0.567220856,0.257897411,0.272596716,1.022947496,C
1.476824737,-0.777207112,0.558981551,-0.868244071,-0.398960023,-0.956899677,-1.208897895,-0.632979356,-0.454289783,0.446607435,0.539300128,C
-0.640289859,-0.235893631,0.307728423,-1.044723767,-0.263631284,0.085668706,-0.573363256,-1.159047351,-1.231221266,-0.858472956,0.297476443,C
-1.463612201,-1.170889644,-0.529782006,-0.985897201,-0.083192966,1.012396158,0.697706024,-0.731617105,0.581618862,-1.032483675,-0.347386715,C
-0.522672381,3.110407886,-1.618545562,-0.240760707,0.548341148,-1.188581539,-0.973514696,0.353398136,1.229061765,-1.119489035,-1.234073557,F
-0.640289859,0.600681748,-0.027275749,-0.358413838,-0.534288762,-0.956899677,-1.373666135,-0.764496354,1.229061765,0.794628873,1.184163286,C
0.065415007,-0.285103948,-0.278528877,-0.456458113,0.36790283,-0.725217814,-0.526286616,-0.008273611,-1.295965556,-0.945478316,-0.911641978,C
0.88873735,-0.974048378,1.061487808,0.739682049,0.413012409,1.301998487,-0.079058536,0.912345381,-0.324801202,-0.510451519,-0.508602504,C
0.065415007,-0.285103948,-0.278528877,-0.456458113,0.36790283,-0.725217814,-0.526286616,-0.008273611,-1.295965556,-0.945478316,-0.911641978,C
0.653502395,-0.383524581,0.726483637,1.484818543,0.909217785,0.722793829,1.403855623,1.274017128,-1.943408459,-0.597456878,-1.314681451,C
0.653502395,-0.383524581,0.726483637,1.484818543,0.909217785,0.722793829,1.403855623,1.274017128,-1.943408459,-0.597456878,-1.314681451,C
-1.934082112,1.584888077,-2.45605599,-0.985897201,-0.444069603,0.433191501,-0.455671656,-1.520719098,1.099573184,-1.380505113,1.26477118,A
-1.934082112,1.584888077,-2.45605599,-0.985897201,-0.444069603,0.433191501,-0.455671656,-1.520719098,1.099573184,-1.380505113,1.26477118,A
-0.640289859,0.797523014,-0.278528877,-0.319196127,0.142354932,-1.246502005,-1.255974535,-0.271307609,0.581618862,-0.858472956,0.055652759,F
-0.169819948,-0.383524581,0.140226337,1.308338847,0.187464511,1.649521281,1.568623863,0.97810388,-0.260056912,0.098585997,-0.831034083,F
0.183032484,-0.481945214,0.22397738,1.288729992,0.232574091,2.112885007,0.909550903,1.04386238,-0.195312621,0.011580638,-0.589210399,F
-0.169819948,1.781729342,-1.283541391,-0.78980865,-0.534288762,-0.609376882,-0.949976376,-1.454960598,-0.713266944,-0.423446159,1.667810654,C
0.771119872,0.108578584,-0.194777834,0.49457136,0.413012409,-0.898979211,0.297554584,0.912345381,-0.713266944,0.446607435,-0.992249873,F
0.300649962,0.206999217,1.061487808,-0.966288346,0.909217785,-0.377695019,-0.126135176,-1.126168101,-0.454289783,0.446607435,1.748418549,C
0.88873735,1.978570608,0.307728423,-1.103550332,-0.398960023,-1.825706662,-0.902899736,-1.2576851,-1.036988395,-0.858472956,0.700515917,F
-0.640289859,-0.580365846,0.810234679,-0.368218265,-0.353850443,-0.261854088,-0.196750136,-0.731617105,1.034828894,-1.380505113,0.781123812,C
0.771119872,-0.088262682,-0.194777834,2.210346183,0.232574091,-0.146013156,0.815397623,1.635688874,-0.648522653,1.316661029,-0.26677882,F
0.065415007,-0.481945214,0.558981551,0.210242961,-0.263631284,0.838634761,0.297554584,-0.435703857,-0.519034073,-1.902537269,0.700515917,C
-1.110759769,-0.481945214,-0.278528877,1.269121137,0.36790283,1.244078021,0.744782664,1.04386238,0.581618862,-0.858472956,-0.911641978,F
-0.522672381,-0.285103948,-0.111026791,-0.181934142,0.142354932,0.317350569,0.886012583,0.320518886,-0.001079751,1.664682467,-1.072857767,C
-0.522672381,0.502261115,-0.194777834,-0.181934142,0.097245352,0.375271035,0.815397623,0.353398136,-0.001079751,1.490671748,-0.992249873,C
0.065415007,-0.088262682,0.558981551,1.484818543,0.187464511,1.649521281,2.086466903,1.274017128,-0.065824041,0.794628873,-0.750426188,C
-0.052202471,-0.186683315,1.898998236,1.073032586,-0.128302546,1.649521281,2.062928583,0.97810388,-1.101732685,1.22965567,-0.992249873,F
-0.052202471,0.108578584,1.898998236,1.073032586,-0.128302546,1.765362213,2.157081863,1.04386238,-1.101732685,1.22965567,-0.992249873,F
-0.405054903,0.010157951,-0.446030963,0.406331512,0.052135773,1.070316624,1.686315463,0.715069882,-0.648522653,0.446607435,-1.314681451,F
-0.287437426,0.010157951,-0.446030963,0.406331512,0.277683671,1.12823709,1.709853783,0.715069882,-0.648522653,0.533612794,-1.314681451,C
-0.052202471,0.010157951,0.558981551,3.053526953,0.097245352,0.722793829,0.674167704,2.293273868,-1.684431298,0.098585997,-1.475897241,F
-0.522672381,0.108578584,0.893985722,-0.554502389,6.81857271,2.286646404,1.050780823,0.057484888,-1.166476976,-0.945478316,-1.153465662,F
-0.052202471,-0.186683315,-0.781035134,0.269069526,0.277683671,1.070316624,1.780468743,0.682190633,-0.389545492,-0.162430081,-1.314681451,F
0.300649962,0.403840482,-0.781035134,1.308338847,0.187464511,0.954475692,1.545085543,1.306896377,-0.583778363,0.011580638,-1.395289346,F
-0.052202471,-0.088262682,-0.613533048,1.896604501,0.142354932,1.12823709,1.356778983,1.438413376,-0.260056912,0.098585997,-0.992249873,F
0.065415007,2.569094405,-0.111026791,1.327947702,0.187464511,1.012396158,2.298311783,1.076741629,0.06366454,0.098585997,-0.750426188,F
-0.052202471,-0.186683315,0.056475294,1.465209688,-0.534288762,0.201509638,-0.102596856,0.287639636,0.905340313,0.359602075,1.184163286,C
-0.522672381,-0.678786479,1.396491979,1.014206021,-0.173412125,0.549032432,0.344631224,1.04386238,-0.260056912,-0.510451519,-1.395289346,F
-0.052202471,2.864356304,-0.36227992,-0.82902636,-0.263631284,-1.188581539,-1.444281095,-0.07403211,0.840596023,2.186714623,-0.26677882,F
-0.875524814,1.191205545,-0.194777834,-1.083941477,0.097245352,-0.725217814,0.744782664,-0.337066108,0.19315312,2.447730701,-0.831034083,C
-1.463612201,-0.334314264,-0.697284091,0.641637773,-0.624507921,-1.362342937,-1.656125975,-0.008273611,0.775851733,-1.293499753,-0.024955136,F
0.183032484,-1.170889644,-0.111026791,0.367113802,-0.038083386,0.143589172,-0.290903416,0.583552884,0.12840883,-1.293499753,-1.072857767,F
-0.169819948,-1.466151542,-0.36227992,-0.221151852,0.232574091,-0.261854088,-0.385056696,0.123243388,1.617527507,-1.032483675,-0.669818294,C
-0.757907336,-0.285103948,-0.697284091,-0.985897201,-0.71472708,-0.030172225,-0.785208136,-0.928892603,0.711107443,-0.423446159,0.458692233,C
-1.228377246,-0.186683315,-0.781035134,0.543593498,-0.083192966,1.12823709,0.321092904,0.682190633,0.775851733,-0.945478316,-0.911641978,F
-1.345994724,0.010157951,-0.781035134,2.171128472,-0.083192966,1.417839418,0.674167704,1.602809625,0.775851733,-0.423446159,-0.911641978,F
0.771119872,-0.481945214,0.22397738,0.112198685,-0.444069603,0.433191501,0.532937784,-0.07403211,-0.972244105,-1.467510472,0.378084338,F
0.771119872,-0.088262682,0.22397738,0.112198685,-0.444069603,0.549032432,0.603552744,-0.041152861,-1.036988395,-1.380505113,0.378084338,F
0.418267439,3.996193582,-1.032288262,0.602420063,1.089656103,-0.146013156,0.791859303,1.01098313,-1.231221266,0.533612794,-1.153465662,C
-0.405054903,-0.875627745,-0.278528877,-1.103550332,-0.128302546,-0.146013156,0.132786344,-0.13979061,1.488038926,-0.858472956,-1.153465662,C
-0.640289859,2.126201557,-0.94853722,-0.907461781,0.007026193,-0.261854088,0.038633064,-0.369945358,1.293806055,0.446607435,-0.10556303,C
-0.522672381,-1.072469011,-0.111026791,-0.78980865,0.097245352,0.317350569,1.450932263,-0.07403211,2.005993248,0.098585997,-0.669818294,C
-0.522672381,-1.072469011,-0.111026791,-0.78980865,0.097245352,0.317350569,1.450932263,-0.07403211,2.005993248,0.098585997,-0.669818294,C
0.300649962,-0.383524581,0.642732594,2.229955038,0.007026193,0.201509638,0.156324664,1.898722872,0.840596023,-0.858472956,-1.475897241,F
-0.052202471,3.553300734,-2.121051819,0.641637773,0.728779466,-0.551456417,0.085709704,1.04386238,1.164317475,-0.24943544,-1.314681451,F
1.712059693,0.010157951,0.558981551,0.269069526,-0.218521705,0.143589172,1.309702343,1.175379378,0.970084604,0.185591357,-0.750426188,C
0.418267439,-0.481945214,0.391479465,1.543645109,0.548341148,1.12823709,1.309702343,1.274017128,-0.648522653,-0.423446159,-1.234073557,C
0.418267439,-0.481945214,0.391479465,1.543645109,0.548341148,1.12823709,1.309702343,1.274017128,-0.648522653,-0.423446159,-1.234073557,C
0.418267439,-0.481945214,0.391479465,1.543645109,0.548341148,1.12823709,1.309702343,1.274017128,-0.648522653,-0.423446159,-1.234073557,C
0.418267439,-0.481945214,0.391479465,1.543645109,0.548341148,1.12823709,1.309702343,1.274017128,-0.648522653,-0.423446159,-1.234073557,C
-0.052202471,2.372253139,-0.111026791,1.327947702,-0.083192966,1.070316624,1.945236983,1.04386238,0.516874572,0.098585997,-0.750426188,C
0.183032484,-0.186683315,2.150251364,-0.985897201,-0.398960023,0.259430104,-0.432133336,-0.731617105,0.970084604,-0.684462237,0.458692233,C
-0.757907336,-0.285103948,-1.032288262,1.788755798,-0.308740864,-0.435615485,0.485861144,1.372654877,1.876504668,1.316661029,-0.750426188,C
0.535884917,0.403840482,-0.864786177,1.425991978,0.187464511,0.780714295,1.380317303,1.471292626,0.06366454,-0.24943544,-1.475897241,F
0.300649962,-0.678786479,0.307728423,-0.78980865,-0.895165398,-0.725217814,-0.902899736,-1.22480585,-0.260056912,-0.945478316,0.700515917,C
-0.052202471,-0.383524581,0.056475294,-0.730982085,0.052135773,1.678481514,1.886391183,-0.205549109,0.711107443,0.794628873,-0.669818294,C
-0.875524814,-0.974048378,0.22397738,-0.868244071,-0.353850443,-0.898979211,2.616079102,-0.567220856,1.164317475,2.62174142,0.619908022,C
-0.052202471,-0.678786479,-0.529782006,-0.848635216,-0.71472708,-0.551456417,0.015094744,-1.323443599,-0.195312621,1.055644951,1.667810654,C
-0.875524814,1.289626178,-1.618545562,0.778899759,-0.398960023,-1.014820142,-0.455671656,0.649311383,1.229061765,-0.3364408,-0.427994609,F
-1.110759769,-0.678786479,-0.446030963,-0.358413838,0.32279325,0.259430104,1.427393943,0.780828382,3.430367634,1.838693186,-0.427994609,F
-1.228377246,-0.383524581,0.475230508,-0.966288346,0.36790283,0.085668706,0.462322824,-0.271307609,0.12840883,0.272596716,-0.992249873,C
-0.169819948,-0.186683315,0.475230508,-1.044723767,-0.263631284,0.549032432,0.203401304,-0.17266986,0.840596023,0.794628873,-0.750426188,A
-0.640289859,0.699102381,-0.278528877,-0.142716431,-0.489179182,-1.5940248,-0.973514696,-0.435703857,0.516874572,-0.684462237,0.378084338,C
-0.640289859,0.699102381,-0.278528877,-0.142716431,-0.489179182,-1.5940248,-0.973514696,-0.435703857,0.516874572,-0.684462237,0.378084338,C
0.065415007,0.108578584,0.558981551,2.553501147,-0.128302546,0.027748241,0.415246184,1.832964373,-1.684431298,-0.162430081,-1.314681451,F
0.065415007,0.010157951,0.558981551,0.347504947,-0.444069603,-1.188581539,-1.020591336,0.123243388,-0.130568331,-1.380505113,-0.26677882,F
0.418267439,0.108578584,0.558981551,1.406383123,-0.038083386,1.765362213,2.180620183,1.208258628,-0.713266944,0.881634232,-0.750426188,C
-0.757907336,-0.383524581,0.140226337,-1.025114912,-0.353850443,-0.783138279,0.674167704,-0.928892603,-0.583778363,-0.075424722,0.055652759,C
0.065415007,0.108578584,0.558981551,2.553501147,-0.128302546,0.027748241,0.415246184,1.832964373,-1.684431298,-0.162430081,-1.314681451,F
-1.816464634,2.962776937,-2.204802862,0.09258983,-0.128302546,-0.088092691,0.250477944,0.123243388,0.970084604,0.707623513,-0.669818294,F
0.065415007,0.403840482,-0.613533048,0.367113802,0.32279325,-0.203933622,0.980165863,0.813707632,0.387385991,0.185591357,-1.072857767,C
-1.934082112,3.159618202,-2.204802862,0.112198685,-0.083192966,-0.146013156,0.203401304,0.123243388,0.905340313,0.794628873,-0.669818294,F
-0.287437426,2.962776937,-0.278528877,-0.260369562,0.503231569,-0.319774554,-0.361518376,0.287639636,0.322641701,-0.945478316,-1.234073557,F
0.183032484,0.108578584,1.73149615,0.837726324,0.007026193,1.359918952,2.251235143,0.846586881,-0.907499815,1.055644951,-0.831034083,F
-0.169819948,-0.777207112,0.642732594,0.523984643,-0.083192966,0.838634761,0.650629384,0.452035885,-0.324801202,0.794628873,-0.589210399,C
1.006354827,-0.186683315,0.558981551,-1.044723767,-0.173412125,-1.536104334,-1.844432535,-0.830254854,-1.943408459,0.098585997,0.055652759,F
0.183032484,0.206999217,1.312740936,-0.338804983,-0.444069603,-1.072740608,-0.785208136,-0.797375604,0.452130281,1.664682467,1.506594865,C
-0.875524814,0.305419849,2.066500322,-0.279978417,-0.308740864,0.027748241,-0.573363256,-1.027530352,0.711107443,0.968639591,1.42598697,A
-0.169819948,0.600681748,-0.278528877,1.798560225,0.36790283,0.896555227,1.356778983,1.372654877,-0.001079751,0.011580638,-0.992249873,F
0.300649962,0.699102381,-0.781035134,1.759342515,0.413012409,0.606952898,1.403855623,1.569930375,-0.454289783,0.011580638,-1.395289346,F
0.535884917,0.403840482,-0.697284091,0.151416395,0.458121989,0.664873364,0.980165863,0.682190633,-0.713266944,-0.162430081,-1.395289346,F
-0.405054903,0.010157951,-0.027275749,1.81816908,0.32279325,0.896555227,1.215549063,1.241137878,0.19315312,0.185591357,-0.669818294,C
0.418267439,-0.481945214,0.475230508,1.524036254,0.548341148,0.780714295,1.262625703,1.274017128,-1.360709847,-0.075424722,-1.234073557,C
0.418267439,-0.481945214,0.475230508,1.524036254,0.548341148,0.780714295,1.262625703,1.274017128,-1.360709847,-0.075424722,-1.234073557,C
0.418267439,-0.481945214,0.475230508,1.524036254,0.548341148,0.780714295,1.262625703,1.274017128,-1.360709847,-0.075424722,-1.234073557,C
-1.110759769,-1.269310276,-0.194777834,-0.123107576,-0.218521705,1.012396158,0.391707864,0.156122637,2.135481829,-0.24943544,-0.024955136,C
-0.757907336,0.010157951,-0.94853722,0.171025251,-0.218521705,-0.551456417,0.438784504,0.550673634,1.617527507,1.316661029,-0.589210399,C
2.652999513,3.06119757,0.391479465,-0.946679491,0.909217785,-0.088092691,1.027242503,0.912345381,0.257897411,-0.945478316,-1.63711303,F
